,identifiant_unique_client,nombre_commandes,montant_total_acheté,panier_moyen,note_moyenne,taux_avis,types_paiement_utilisés,paiement_en_plusieurs_fois,moyenne_nbre_paiements,variete_categories,dernier_achat,premier_achat,etat_client,code_postal_client,cp_etats_clients,recence,anciennete,frequence_commande_mensuelle,jours_entre_commandes_moyen
11792,1f9a1e26169cbfcd6803b943013d9fb6,1,158.3,158.3,1.0,1.0,1,1.0,5.0,1,2018-01-21,2018-01-21,São Paulo,7250,01000,225,1,30.0,1.0
11793,1f9c48f49104615ed8ccf11a0d2b6865,1,103.34,103.34,4.0,1.0,1,1.0,6.0,1,2018-06-28,2018-06-28,Goiás,76170,74000,67,1,30.0,1.0
11794,1f9c999a258e902ad91126ccfce5242f,1,78.86,78.86,3.0,1.0,1,0.0,1.0,1,2017-12-01,2017-12-01,Espírito Santo,29114,29000,276,1,30.0,1.0
11795,1f9d583591df9b062b4b97096678eb06,1,61.59,61.59,5.0,1.0,1,1.0,2.0,1,2017-10-27,2017-10-27,São Paulo,16901,01000,311,1,30.0,1.0
11796,1f9de30d7f394a1c24403cda4ce319cb,1,569.16,569.16,5.0,1.0,1,1.0,10.0,1,2018-05-11,2018-05-11,Distrito Federal,72241,70000,115,1,30.0,1.0
11797,1f9e0baeb7855a52bc3106527c4f9276,1,47.62,47.62,5.0,1.0,1,1.0,4.0,1,2018-01-30,2018-01-30,Pernambuco,50900,50000,216,1,30.0,1.0
11798,1f9e5063f4775f58e37fcee48b6d9538,1,89.58,89.58,5.0,1.0,1,0.0,1.0,1,2018-07-03,2018-07-03,São Paulo,3413,01000,62,1,30.0,1.0
11799,1fa03c95aad1b3bcadf47ccfda4cf160,1,505.88,252.94,5.0,1.0,1,1.0,6.0,1,2018-03-28,2018-03-28,Rio de Janeiro,21073,20000,159,1,30.0,1.0
11800,1fa0ace8e18156593acd36e3fb792922,1,32.96,32.96,1.0,1.0,1,0.0,1.0,1,2017-02-13,2017-02-13,São Paulo,18770,01000,567,1,30.0,1.0
11801,1fa154efa0884dccbc8a82285623f8d4,1,629.51,629.51,5.0,1.0,1,1.0,10.0,1,2018-01-05,2018-01-05,Minas Gerais,38445,30000,241,1,30.0,1.0
11802,1fa1e08b53682b1c445619639d250601,1,376.84,188.42,2.0,1.0,1,0.0,1.0,1,2018-03-20,2018-03-20,Rio de Janeiro,22210,20000,167,1,30.0,1.0
11803,1fa22083bdc82971e0f2ada59064984e,1,225.03,225.03,5.0,1.0,1,1.0,2.0,1,2017-08-28,2017-08-28,Maranhão,65208,65000,371,1,30.0,1.0
11804,1fa31edbc81c4b2b6e557c01360ae377,1,207.94,207.94,5.0,1.0,1,1.0,8.0,1,2018-05-12,2018-05-12,Rio de Janeiro,23045,20000,114,1,30.0,1.0
11805,1fa44cbd73858648c8e08aa34698e181,1,67.36,67.36,4.0,1.0,1,0.0,1.0,1,2018-03-24,2018-03-24,São Paulo,18279,01000,163,1,30.0,1.0
11806,1fa46490ffc2bdf1c5eb066cec1fcd2a,1,315.26,315.26,4.0,1.0,1,0.0,1.0,1,2017-03-25,2017-03-25,Rio de Janeiro,26510,20000,527,1,30.0,1.0
11807,1fa5b2d41d572f019ebe025f76fd31fc,1,186.82,186.82,5.0,1.0,1,0.0,1.0,1,2017-12-04,2017-12-04,São Paulo,8120,01000,273,1,30.0,1.0
11808,1fa677123baa5518ae63c12d3f5c850f,1,99.43,99.43,3.0,1.0,1,1.0,5.0,1,2018-07-29,2018-07-29,São Paulo,11713,01000,36,1,30.0,1.0
11809,1fa79d6381da23d912745ebed94c8c8c,1,137.93,137.93,5.0,1.0,1,0.0,1.0,1,2018-06-18,2018-06-18,Minas Gerais,37460,30000,77,1,30.0,1.0
11810,1fa9870159bfbac350f199e343299c9c,1,44.08,44.08,4.0,1.0,1,0.0,1.0,1,2018-02-15,2018-02-15,Espírito Santo,29164,29000,200,1,30.0,1.0
11811,1fa9b1d14629ef237e0b2f570030df90,1,347.68,173.84,5.0,1.0,1,0.0,1.0,1,2017-10-01,2017-10-01,São Paulo,15804,01000,337,1,30.0,1.0
11812,1fab09edf6749cee5d6829be35daa13b,1,71.04,71.04,4.0,1.0,1,1.0,3.0,1,2017-08-03,2017-08-03,São Paulo,18276,01000,396,1,30.0,1.0
11813,1fab45044607781492b36762739233af,1,53.3,53.3,1.0,1.0,1,0.0,1.0,1,2018-08-09,2018-08-09,São Paulo,1317,01000,25,1,30.0,1.0
11814,1fad6bf7fac2363f6c71156fc94bd3bb,1,23.39,23.39,5.0,1.0,1,0.0,1.0,1,2018-05-11,2018-05-11,São Paulo,7600,01000,115,1,30.0,1.0
11815,1fafefa7734433ada619a6cef43aaf69,1,171.44,171.44,4.0,1.0,1,1.0,10.0,1,2017-12-15,2017-12-15,Paraná,85660,80000,262,1,30.0,1.0
11816,1fb06669c6567f0824c37a2c8a142361,1,63.4,63.4,5.0,1.0,1,0.0,1.0,1,2018-06-11,2018-06-11,Maranhão,65054,65000,84,1,30.0,1.0
11817,1fb07a3e5e99a1080a300a485a8dbf39,1,45.59,45.59,4.0,1.0,1,0.0,1.0,1,2017-09-11,2017-09-11,Bahia,46640,40000,357,1,30.0,1.0
11818,1fb0de25fc442a05a520c93456c1e8b3,1,133.28,133.28,5.0,1.0,1,0.0,1.0,1,2018-04-22,2018-04-22,São Paulo,15993,01000,134,1,30.0,1.0
11819,1fb38e71af7bc75c40a5e8ac80d3d748,1,168.57,168.57,5.0,1.0,1,1.0,3.0,1,2018-01-30,2018-01-30,Rio de Janeiro,26088,20000,216,1,30.0,1.0
11820,1fb4a26745406d39d44aea5ee0da9608,1,464.96,232.48,5.0,1.0,1,1.0,4.0,1,2018-06-05,2018-06-05,Rio de Janeiro,21320,20000,90,1,30.0,1.0
11821,1fb4d3e2072185a3ad227d7a6c0149a2,1,211.6,211.6,5.0,1.0,1,1.0,6.0,1,2018-01-27,2018-01-27,São Paulo,11440,01000,219,1,30.0,1.0
11822,1fb4e1a3d5169b7c7fbb8eeda854cd5b,1,129.65,129.65,5.0,1.0,1,1.0,2.0,1,2018-03-22,2018-03-22,Rio de Janeiro,26225,20000,165,1,30.0,1.0
11823,1fb4e98c0aae3e305ae81c7606682c81,1,74.03,74.03,5.0,1.0,1,0.0,1.0,1,2017-06-21,2017-06-21,São Paulo,13150,01000,439,1,30.0,1.0
11824,1fb5645611bf27d5e69925e1d4f5b6cf,1,682.83,227.61,4.0,1.0,1,1.0,6.0,1,2018-06-28,2018-06-28,Bahia,40140,40000,67,1,30.0,1.0
11825,1fb5d705be4f16c21d22e60490d450b1,1,181.6,181.6,4.0,1.0,1,0.0,1.0,1,2018-02-14,2018-02-14,São Paulo,2435,01000,201,1,30.0,1.0
11826,1fb6e3e1793aeeb10034916c61b4dd37,1,92.05,92.05,5.0,1.0,1,1.0,4.0,1,2017-06-17,2017-06-17,São Paulo,13720,01000,443,1,30.0,1.0
11827,1fb77d999ea30d0ad0e9f684088d2873,1,77.11,77.11,5.0,1.0,1,0.0,1.0,1,2018-08-13,2018-08-13,Espírito Santo,29106,29000,21,1,30.0,1.0
11828,1fb7ae468beb3400c967b001713b317c,1,115.04,115.04,5.0,1.0,1,1.0,5.0,1,2017-07-22,2017-07-22,São Paulo,17890,01000,408,1,30.0,1.0
11829,1fb7b0753c39a28935ec5db93fffdd42,1,62.74,62.74,5.0,1.0,1,1.0,6.0,1,2017-04-09,2017-04-09,Pernambuco,56700,50000,512,1,30.0,1.0
11830,1fb84a60c9099e27d462a721abf71191,1,121.9,121.9,5.0,1.0,1,0.0,1.0,1,2018-07-04,2018-07-04,Rio de Janeiro,22290,20000,61,1,30.0,1.0
11831,1fbd81e4d0a0cf9125ca038b43533b7f,3,190.24,63.413333333333334,4.333333333333333,1.0,1,1.0,5.666666666666667,2,2018-02-15,2017-05-05,Rio de Janeiro,28500,20000,200,287,0.31358885017421606,95.66666666666667
11832,1fbe4120c3f85b23463f637223a3003e,1,204.44,102.22,4.0,1.0,1,0.0,1.0,1,2017-07-04,2017-07-04,Distrito Federal,71990,70000,426,1,30.0,1.0
11833,1fbe6503f9ad5cf195896ff8f6b9002b,1,35.77,35.77,5.0,1.0,1,0.0,1.0,1,2017-11-28,2017-11-28,São Paulo,13275,01000,279,1,30.0,1.0
11834,1fbf045f2a212b04d5a349bc0cf87657,1,25.09,25.09,2.0,1.0,1,1.0,2.0,1,2018-02-07,2018-02-07,Minas Gerais,32013,30000,208,1,30.0,1.0
11835,1fbf3a918dba47afb6162c450572a4ba,1,199.64,99.82,1.0,1.0,1,1.0,7.0,1,2018-06-15,2018-06-15,São Paulo,14085,01000,80,1,30.0,1.0
11836,1fc02bba36d7ae4169853ef51b6aa6da,1,176.88,176.88,5.0,1.0,1,1.0,6.0,1,2018-05-05,2018-05-05,Minas Gerais,30160,30000,121,1,30.0,1.0
11837,1fc08d2535901f6cca835ff37558a94e,1,115.35,115.35,5.0,1.0,1,1.0,3.0,1,2017-08-30,2017-08-30,Minas Gerais,37925,30000,369,1,30.0,1.0
11838,1fc10d7cec16d089b4894a325dbd29d9,1,80.59,80.59,4.0,1.0,1,0.0,1.0,1,2017-10-20,2017-10-20,Rio de Janeiro,28907,20000,318,1,30.0,1.0
11839,1fc15ac51becba15ac7765025b7cf9bb,1,98.46,98.46,5.0,1.0,1,0.0,1.0,1,2018-07-30,2018-07-30,Bahia,47200,40000,35,1,30.0,1.0
11840,1fc21efb0168e17836ceb0b8ecde05a6,1,66.23,66.23,5.0,1.0,1,0.0,1.0,1,2017-08-18,2017-08-18,São Paulo,5454,01000,381,1,30.0,1.0
11841,1fc2614b774274217185bb8e20f3f748,1,778.05,778.05,5.0,1.0,1,0.0,1.0,1,2018-06-21,2018-06-21,Paraná,83900,80000,74,1,30.0,1.0
11842,1fc2cb6ebb730024fe7c5ab3d246e5f9,1,44.43,44.43,4.0,1.0,1,1.0,3.0,1,2018-05-22,2018-05-22,São Paulo,13310,01000,104,1,30.0,1.0
11843,1fc4b1301c31a5843f2a0b3600c4f208,1,82.33,82.33,3.0,1.0,1,0.0,1.0,1,2018-05-05,2018-05-05,São Paulo,7909,01000,121,1,30.0,1.0
11844,1fc56d05a04891065dde262fbfec04b5,1,322.21,322.21,1.0,1.0,1,1.0,6.0,1,2017-04-17,2017-04-17,Bahia,41820,40000,504,1,30.0,1.0
11845,1fc5bf75325c996e6b257434eab88c3a,1,226.48,226.48,4.0,1.0,1,1.0,8.0,1,2018-03-06,2018-03-06,Rio de Janeiro,26433,20000,181,1,30.0,1.0
11846,1fc61b8d4d9de325d9b3a4f945cd5eff,1,118.09,118.09,5.0,1.0,1,1.0,3.0,1,2018-05-13,2018-05-13,Santa Catarina,89500,88000,113,1,30.0,1.0
11847,1fc6d91ff7abac1911310ac3c6506a3c,1,110.77,110.77,5.0,1.0,1,0.0,1.0,1,2018-08-11,2018-08-11,Rio de Janeiro,20531,20000,23,1,30.0,1.0
11848,1fc7b8501b2c236f357f215715e6ca1e,1,77.57,77.57,4.0,1.0,1,1.0,7.0,1,2017-10-21,2017-10-21,Minas Gerais,30150,30000,317,1,30.0,1.0
11849,1fc82729e465372e65390083c1ff22fe,1,77.57,77.57,5.0,1.0,1,1.0,5.0,1,2017-11-07,2017-11-07,Rio Grande do Sul,95500,90000,300,1,30.0,1.0
11850,1fc85207c3d29e7fe5e601aff2327de4,1,260.04,130.02,4.0,1.0,1,1.0,2.0,1,2017-04-21,2017-04-21,Rio de Janeiro,22041,20000,500,1,30.0,1.0
11851,1fc8630d25cd738b571a0acc08c2eff7,1,735.21,245.07000000000002,5.0,1.0,1,1.0,8.0,2,2018-07-23,2018-07-23,São Paulo,13960,01000,42,1,30.0,1.0
11852,1fc8e386f8ef871047d1da7b062ddaa2,1,42.68,42.68,4.0,1.0,1,1.0,2.0,1,2017-11-21,2017-11-21,São Paulo,14090,01000,286,1,30.0,1.0
11853,1fca4c930a0d94569e6a1551a559188a,1,121.38,121.38,5.0,1.0,1,0.0,1.0,1,2018-05-10,2018-05-10,São Paulo,13013,01000,116,1,30.0,1.0
11854,1fca9e6bc55b17b765c10d62eff1bee7,1,38.19,38.19,1.0,1.0,1,0.0,1.0,1,2018-08-14,2018-08-14,Minas Gerais,35480,30000,20,1,30.0,1.0
11855,1fcc4782a657a3e8e4f2632f310365bb,1,53.35,53.35,5.0,1.0,1,0.0,1.0,1,2018-02-25,2018-02-25,São Paulo,5665,01000,190,1,30.0,1.0
11856,1fcc678e05cac2f2cf25563977d488c7,1,213.83,213.83,5.0,1.0,1,1.0,4.0,1,2017-11-09,2017-11-09,Ceará,62760,60000,298,1,30.0,1.0
11857,1fcc793560d2d5f8b2ecf1229b215305,1,62.91,62.91,4.0,1.0,1,0.0,1.0,1,2018-08-12,2018-08-12,São Paulo,13580,01000,22,1,30.0,1.0
11858,1fccf2fe7f85f2e5af1ea22064e8f3e4,1,125.9,125.9,5.0,1.0,1,0.0,1.0,1,2017-11-25,2017-11-25,Mato Grosso,78800,78000,282,1,30.0,1.0
11859,1fcd939eb433bfd16c41e103a1f970f3,1,36.75,36.75,5.0,1.0,1,0.0,1.0,1,2017-07-07,2017-07-07,São Paulo,4474,01000,423,1,30.0,1.0
11860,1fcf4a514d74065031ebd5ef88a56e9e,1,147.16,147.16,4.0,1.0,1,0.0,1.0,1,2017-12-16,2017-12-16,São Paulo,13453,01000,261,1,30.0,1.0
11861,1fd2a9687047f9b9644852f25dc8aa65,1,219.48,109.74,5.0,1.0,1,0.0,1.0,1,2018-06-03,2018-06-03,São Paulo,13049,01000,92,1,30.0,1.0
11862,1fd3bfcd9ad31bbc4910b46c3b1d12d9,1,725.13,241.71,5.0,1.0,1,0.0,1.0,1,2018-06-02,2018-06-02,São Paulo,13087,01000,93,1,30.0,1.0
11863,1fd4f857b3f68f5622ebde22e2b328a6,1,31.22,31.22,5.0,1.0,1,1.0,3.0,1,2018-06-16,2018-06-16,Minas Gerais,37470,30000,79,1,30.0,1.0
11864,1fd6006d97db2e063cb7ca06de81208e,1,130.56,130.56,5.0,1.0,1,1.0,7.0,1,2018-02-14,2018-02-14,São Paulo,3646,01000,201,1,30.0,1.0
11865,1fd6d165ffdb52c44756353c668e4a5b,1,124.13,124.13,5.0,1.0,1,0.0,1.0,1,2018-04-29,2018-04-29,São Paulo,14620,01000,127,1,30.0,1.0
11866,1fd757ea0752b06b76e96094d3535f58,1,72.57,72.57,5.0,1.0,1,1.0,6.0,1,2018-01-01,2018-01-01,Rio Grande do Sul,95185,90000,245,1,30.0,1.0
11867,1fd8862a2eff56f95aaf5ebbb5619971,1,176.75,176.75,3.0,1.0,1,0.0,1.0,1,2017-01-18,2017-01-18,São Paulo,12922,01000,593,1,30.0,1.0
11868,1fd97aeef909db302af3962152746e9e,1,223.28,111.64,5.0,1.0,1,0.0,1.0,1,2017-10-19,2017-10-19,Rio de Janeiro,25630,20000,319,1,30.0,1.0
11869,1fd9b141b44af187ca80a3639770dc51,1,99.9,99.9,3.0,1.0,1,0.0,1.0,1,2018-01-21,2018-01-21,Rio Grande do Sul,95735,90000,225,1,30.0,1.0
11870,1fdaf39bd79c89dd99473afeddbcf9e7,1,82.98,82.98,5.0,1.0,1,1.0,3.0,1,2018-01-05,2018-01-05,São Paulo,1201,01000,241,1,30.0,1.0
11871,1fdb1b2757402b1c8c077a9e197b5d63,1,278.92,139.46,3.0,1.0,1,0.0,1.0,1,2018-01-25,2018-01-25,São Paulo,9070,01000,221,1,30.0,1.0
11872,1fdf2b8c15adb50391ced5e39e2985aa,1,18.88,18.88,4.0,1.0,1,0.0,1.0,1,2018-02-13,2018-02-13,São Paulo,13174,01000,202,1,30.0,1.0
11873,1fdf8dfdee3368e54f6a521f8268dfba,1,244.29,244.29,4.0,1.0,1,0.0,1.0,1,2018-06-30,2018-06-30,São Paulo,5684,01000,65,1,30.0,1.0
11874,1fdf90937088c83e969d2d20a1c73116,1,292.99,292.99,5.0,1.0,1,0.0,1.0,1,2017-02-09,2017-02-09,São Paulo,19913,01000,571,1,30.0,1.0
11875,1fe07e5b013e950aa1fb7a3b5bd8db95,1,115.94,115.94,5.0,1.0,1,0.0,1.0,1,2017-06-10,2017-06-10,Paraná,81490,80000,450,1,30.0,1.0
11876,1fe0c3bcd0086ad7fe437508c22d93c2,1,84.69,84.69,5.0,1.0,1,1.0,5.0,1,2017-08-16,2017-08-16,Tocantins,77804,77000,383,1,30.0,1.0
11877,1fe11e8f0fa5bea7416ec09d6e8d2b4d,2,326.24,163.12,4.0,1.0,1,0.0,1.0,2,2017-02-20,2017-02-09,São Paulo,7135,01000,560,12,5.0,6.0
11878,1fe1784458b68427042663c79f9b0b2d,1,41.38,41.38,5.0,1.0,1,1.0,4.0,1,2017-11-17,2017-11-17,São Paulo,3702,01000,290,1,30.0,1.0
11879,1fe1ebaae0912c827a35e8a93c1c5ce7,1,26.44,26.44,5.0,1.0,1,0.0,1.0,1,2018-03-11,2018-03-11,Rio de Janeiro,24752,20000,176,1,30.0,1.0
11880,1fe23dc7a015176978e30c2067e09946,1,143.92,143.92,5.0,1.0,1,0.0,1.0,1,2017-09-13,2017-09-13,São Paulo,11740,01000,355,1,30.0,1.0
11881,1fe283522bf857540bebf8fe31a88625,1,116.24,116.24,3.0,1.0,1,1.0,2.0,1,2017-10-05,2017-10-05,São Paulo,11630,01000,333,1,30.0,1.0
11882,1fe3f32614afcb3e59289960c0de5b71,1,55.09,55.09,5.0,1.0,1,1.0,2.0,1,2017-05-16,2017-05-16,São Paulo,14021,01000,475,1,30.0,1.0
11883,1fe50cd94406c78f63767a9218ae2a6c,1,149.26,149.26,5.0,1.0,1,1.0,3.0,1,2018-04-18,2018-04-18,Goiás,76200,74000,138,1,30.0,1.0
11884,1fe5362a7ab826c7f5fb85a9568ce3c7,1,133.14,133.14,5.0,1.0,1,0.0,1.0,1,2018-08-16,2018-08-16,São Paulo,13170,01000,18,1,30.0,1.0
11885,1fe64a1a47422f65cb1c179f0ab5ee36,1,47.72,47.72,5.0,1.0,1,1.0,2.0,1,2017-10-10,2017-10-10,São Paulo,3806,01000,328,1,30.0,1.0
11886,1fe67d280cf34bb8e80163556187394e,1,49.55,49.55,5.0,1.0,1,0.0,1.0,1,2017-05-05,2017-05-05,Ceará,63031,60000,486,1,30.0,1.0
11887,1fe76010d06f4c73ed78f3a7d469d93e,1,34.42,34.42,3.0,1.0,1,1.0,3.0,1,2016-10-10,2016-10-10,Minas Gerais,38360,30000,693,1,30.0,1.0
11888,1fe7ae92af636ff146a72d3e794c72d1,1,267.41,267.41,1.0,1.0,1,0.0,1.0,1,2018-05-19,2018-05-19,São Paulo,11050,01000,107,1,30.0,1.0
11889,1fe7afd58ce8429c5a8d27bf8c24738f,1,469.89,469.89,5.0,1.0,1,1.0,8.0,1,2017-04-26,2017-04-26,Minas Gerais,38280,30000,495,1,30.0,1.0
11890,1fe85e555c98c51d647d78ec86593c60,1,32.43,32.43,5.0,1.0,1,0.0,1.0,1,2018-07-06,2018-07-06,São Paulo,7270,01000,59,1,30.0,1.0
11891,1fe8fcbefc8f04ba316f4afd0b034a67,1,99.03,99.03,5.0,1.0,1,1.0,6.0,1,2017-12-02,2017-12-02,São Paulo,3357,01000,275,1,30.0,1.0
11892,1fe94445d73fea2425589dea8942c3d1,1,36.78,36.78,3.0,1.0,1,1.0,3.0,1,2017-11-24,2017-11-24,São Paulo,8270,01000,283,1,30.0,1.0
11893,1fe990cccf38a264f1ace358f24093bd,1,144.14,144.14,5.0,1.0,1,0.0,1.0,1,2018-07-13,2018-07-13,Rio Grande do Sul,90035,90000,52,1,30.0,1.0
11894,1fea3244d38e951f0196b2728aee3bdf,2,230.9,115.45,2.5,1.0,1,1.0,5.5,1,2018-03-01,2017-10-06,Goiás,74170,74000,186,147,0.4081632653061224,73.5
11895,1feb5dc3a11a657cdd12b1cbaed93f65,1,51.17,51.17,4.0,1.0,1,0.0,1.0,1,2017-10-09,2017-10-09,Rio de Janeiro,23059,20000,329,1,30.0,1.0
11896,1fec1fa184792edf944cf27e17c97b45,1,32.37,32.37,4.0,1.0,1,0.0,1.0,1,2018-05-16,2018-05-16,São Paulo,1322,01000,110,1,30.0,1.0
11897,1fecbdd138569a232889e77a0a30f08b,1,67.46,67.46,5.0,1.0,1,1.0,6.0,1,2017-12-28,2017-12-28,Minas Gerais,35900,30000,249,1,30.0,1.0
11898,1fed5b513e4223a542c143ceb6d46232,1,203.96,203.96,4.0,1.0,1,1.0,6.0,1,2017-08-29,2017-08-29,Sergipe,49400,49000,370,1,30.0,1.0
11899,1fed83cc5a2835d406f832dbf55125ca,1,77.89,77.89,1.0,1.0,1,1.0,4.0,1,2017-11-10,2017-11-10,Rio de Janeiro,22051,20000,297,1,30.0,1.0
11900,1fee5a3479439538a71b5e259e6c6229,1,166.29,166.29,5.0,1.0,1,1.0,10.0,1,2017-11-10,2017-11-10,Paraná,80010,80000,297,1,30.0,1.0
11901,1fee762ebae5544106caeb123d30b9b7,1,102.03,102.03,5.0,1.0,1,0.0,1.0,1,2017-07-23,2017-07-23,São Paulo,3965,01000,407,1,30.0,1.0
11902,1fef19c9334f72f2f43ca0f3b5322e3d,1,72.67,72.67,1.0,1.0,1,1.0,3.0,1,2017-10-30,2017-10-30,Sergipe,49060,49000,308,1,30.0,1.0
11903,1ff0504d2e5524b97f481f478f6ae770,1,823.16,823.16,1.0,1.0,1,1.0,10.0,1,2017-12-14,2017-12-14,Rio de Janeiro,22631,20000,263,1,30.0,1.0
11904,1ff0f9167f4b75314184ec6e260e57da,1,95.67,95.67,5.0,1.0,1,1.0,4.0,1,2017-06-26,2017-06-26,Rio de Janeiro,24903,20000,434,1,30.0,1.0
11905,1ff1503dca2ce18c994dd1dcb8f2a649,1,168.72,168.72,5.0,1.0,1,1.0,2.0,1,2017-10-24,2017-10-24,São Paulo,13214,01000,314,1,30.0,1.0
11906,1ff21b1a89701b32b3f44c63cbd52bb6,1,213.53,213.53,4.0,1.0,1,1.0,2.0,1,2018-05-14,2018-05-14,São Paulo,19280,01000,112,1,30.0,1.0
11907,1ff3cb11d59e1782c6fc95912849a62d,1,1075.74,1075.74,1.0,1.0,1,1.0,10.0,1,2018-05-04,2018-05-04,São Paulo,13150,01000,122,1,30.0,1.0
11908,1ff583a3ff3ffdd218f06c49b00e0024,1,117.11,117.11,5.0,1.0,1,0.0,1.0,1,2018-05-02,2018-05-02,São Paulo,2929,01000,124,1,30.0,1.0
11909,1ff76e1344b3e4f12662b776d0540e06,1,211.6,211.6,5.0,1.0,1,1.0,3.0,1,2017-09-21,2017-09-21,Santa Catarina,89670,88000,347,1,30.0,1.0
11910,1ff84fc35d497c84a22e3540c5ec01bb,1,210.28,210.28,4.0,1.0,1,1.0,10.0,1,2018-03-21,2018-03-21,São Paulo,13054,01000,166,1,30.0,1.0
11911,1ffa1c8081e0965ad547cec0656e6883,1,42.68,42.68,3.0,1.0,1,1.0,2.0,1,2018-02-22,2018-02-22,São Paulo,2316,01000,193,1,30.0,1.0
11912,1ffb46d9942b49f06558eedc2be2ac29,1,99.7,99.7,5.0,1.0,1,0.0,1.0,1,2018-08-16,2018-08-16,São Paulo,4255,01000,18,1,30.0,1.0
11913,20001d07954025179c613496803181a6,2,287.21,143.605,1.0,1.0,1,1.0,2.0,2,2017-12-15,2017-12-15,Pará,67200,66000,262,1,60.0,0.5
11914,2000e65767f3fd909fbbdde0378abfba,1,40.0,40.0,3.0,1.0,1,0.0,1.0,1,2017-06-04,2017-06-04,Rio de Janeiro,25730,20000,456,1,30.0,1.0
11915,2000fd41a9cd8f2c87e32ed217cb0d70,1,87.64,87.64,5.0,1.0,1,1.0,3.0,1,2017-07-18,2017-07-18,Rio Grande do Sul,93180,90000,412,1,30.0,1.0
11916,20026c0655b6e967cf3fe0a9b46ae545,1,105.38,105.38,3.0,1.0,1,1.0,8.0,1,2018-01-11,2018-01-11,Paraná,82515,80000,235,1,30.0,1.0
11917,2002d869f3d711ac0a55878c9258b7d9,1,603.62,301.81,5.0,1.0,1,0.0,1.0,1,2017-11-02,2017-11-02,Rio de Janeiro,22631,20000,305,1,30.0,1.0
11918,2004ba7732339d9be65f2236d8887ae4,3,265.05,88.35000000000001,5.0,1.0,1,0.6666666666666666,7.0,2,2018-05-10,2017-10-03,Rio de Janeiro,22450,20000,116,220,0.4090909090909091,73.33333333333333
11919,20051fc1229f95f99e0a0b17ce4063a0,1,157.77,157.77,5.0,1.0,1,1.0,5.0,1,2018-03-05,2018-03-05,Rio Grande do Sul,93700,90000,182,1,30.0,1.0
11920,2005f0ddee9cf831f31bc3e2c56a3fd5,1,92.29,92.29,1.0,1.0,1,1.0,3.0,1,2018-01-13,2018-01-13,Minas Gerais,32260,30000,233,1,30.0,1.0
11921,200634a6304a1f897294667af62a3163,1,72.18,72.18,5.0,1.0,1,0.0,1.0,1,2018-04-09,2018-04-09,Rio de Janeiro,20510,20000,147,1,30.0,1.0
11922,20086a3dd47c0d0c72fbe0da11012172,1,50.09,50.09,3.0,1.0,1,0.0,1.0,1,2017-10-09,2017-10-09,Paraná,81280,80000,329,1,30.0,1.0
11923,2009f2cba3df41ca586354132db9921f,1,58.63,58.63,2.0,1.0,1,0.0,1.0,1,2018-05-02,2018-05-02,São Paulo,7179,01000,124,1,30.0,1.0
11924,200ac352080f167ad0cf4ade344fbfd1,1,383.03,383.03,5.0,1.0,1,0.0,1.0,1,2018-07-23,2018-07-23,Maranhão,65695,65000,42,1,30.0,1.0
11925,200b219e70dba1e133d6684556a121a7,1,35.69,35.69,3.0,1.0,1,1.0,3.0,1,2017-08-25,2017-08-25,Minas Gerais,36820,30000,374,1,30.0,1.0
11926,200b7a307b908a530a544f560384d3e4,1,1038.9,1038.9,5.0,1.0,1,1.0,6.0,1,2018-06-11,2018-06-11,Minas Gerais,34006,30000,84,1,30.0,1.0
11927,200b87a6facb84c0bda20f5b38b18a2c,1,118.43,118.43,5.0,1.0,1,0.0,1.0,1,2018-05-21,2018-05-21,São Paulo,1532,01000,105,1,30.0,1.0
11928,200b9bf6af757bf40bf77067cb265bb3,1,200.16,200.16,1.0,1.0,1,1.0,2.0,1,2018-04-05,2018-04-05,Paraná,84635,80000,151,1,30.0,1.0
11929,200bde58aaed3d1f53a6816ae147f9ce,1,153.9,153.9,5.0,1.0,1,1.0,4.0,1,2017-06-13,2017-06-13,São Paulo,8532,01000,447,1,30.0,1.0
11930,200c660e772c5276e0d0216dedd8ee3d,1,75.17,75.17,5.0,1.0,1,0.0,1.0,1,2018-01-14,2018-01-14,São Paulo,5061,01000,232,1,30.0,1.0
11931,200d283e41698b39d36e3dbe9686d828,1,31.88,31.88,5.0,1.0,1,0.0,1.0,1,2018-04-02,2018-04-02,Santa Catarina,88220,88000,154,1,30.0,1.0
11932,200d8b1f16d0cc9600022fdc99987a7f,2,168.06,84.03,1.0,1.0,1,1.0,2.0,1,2018-02-13,2018-02-13,São Paulo,12230,01000,202,1,60.0,0.5
11933,2010254934075418afe8437eb709a885,1,30.19,30.19,1.0,1.0,1,0.0,1.0,1,2018-01-18,2018-01-18,Bahia,43810,40000,228,1,30.0,1.0
11934,2010e127a34623e7e0b0728f43264e89,1,538.88,269.44,3.0,1.0,1,1.0,5.0,1,2017-04-14,2017-04-14,Mato Grosso,78043,78000,507,1,30.0,1.0
11935,2011c34337f5a6f863b989b92ed18056,1,124.42,124.42,4.0,1.0,1,1.0,4.0,1,2017-08-03,2017-08-03,São Paulo,8140,01000,396,1,30.0,1.0
11936,20120882a566b99eb67c104dc05d896f,1,260.62,130.31,1.0,1.0,1,0.0,1.0,1,2017-07-09,2017-07-09,São Paulo,9336,01000,421,1,30.0,1.0
